Cleaned_Dialogue,Song Recommendations
come ross said wanted talk let’s talkabout,American Idiot
awful horrible,Ain't No Rest for the Wicked
nothing compared,Love The Way You Lie
ewwwww,LA Devotee
nobody likes change,Middle Of A Breakup
way owned everything showed muchyou’ve grown yknow mean mom,Location
break,Toxicity
yeah really yeah gonna mean wewe agreedthat gonna twoweek thing y’know commitment,Bleed
ross girl spent entire evening talking friendsasking hear stories looking monica’s photo albums mean youdon’t you’re two weeks,Kaer Morhen
yeah got like 14 hours airport andyou’re sitting hallway 28yearold cheerleader fat lip,Symphony Of Destruction - Remastered 2012
oooh look isn’t adorable ross let ben address mine,We Are Young (feat. Janelle Monáe)
didn’t know,Sugar
never knew either,Heaven and Hell - 2008 Remaster
we’re hanging,Alors on danse - Radio Edit
see maybe that’s one should’ve actually hidden,Bad Liar
i’m sorry honey,Done for Me (feat. Kehlani)
rach you’re gonna come though aren’t,Thunder
oh honey don’t know i…,Middle Of A Breakup
isn’t one uh y’know doesn’tcome,Bleed
whos,Cotton Eye Joe
like months ago walking antique store sawthis pin window told like one grandmother iwas little girl oh cant believe remembered,Everglow
oh pretty must cost fortune,Safe To Say
come ross remember back college fell love withcarol bought ridiculously expensive crystal duck,Summer Of '69
oh god,Bonfire
havent seen since well land china guesswhos charge dig,Trndsttr
julie julie isnt great mean isnt kickyouinthecrotch spitonyourneck fantastic,Savage Love (Laxed - Siren Beat)
didnt hang either,Bad Liar
wha youre uh youre youre,Ain't No Rest for the Wicked
ohh ohh,Trndsttr
well basically lately ive uh ive uh sort feelings,Perfect
ok need lie,Don't Panic
really always rach,Yellow
oh god,Cirice
ohhh,Bleed
ive idea could listen im sorry work tonight,I Bet My Life
gunther gunther gunther please tell didn’t say anything torachel girl xerox place,Paranoid - 2012 - Remaster
i’m sorry supposed,Bleed
noo,Kaer Morhen
mean mean wanna get back together,Heat Waves
noo maybe don’t know,Toxicity
yknow can’t believe even,Bad Liar
oh god,Beautiful Alien (feat. AI AM) - Radio Edit
know guys dont watch,New Rules
get shot monica wheres monica,Trndsttr
shut camera adds ten pounds,New Rules
ahh many cameras actually,Heaven and Hell - 2008 Remaster
cant go prom without date cant toolate,Demons
youre going dont want go either,I Bet My Life
yknow think weve seen enough lets turn,In Waves
cmon kid lets go,You Just Haven't Thought of It Yet
ahh hadsome,Temperature
bye,Don't Panic
don’t car license expired,Bleed
it’s better can’t go museum underwear,Take on Me
well could probably onetime,I Bet My Life
bet could get videos sites get vcr ourhotel room wed never even go outside,Old Town Road
gotta get die hard,Sandstorm
ohho bet british version gooooood,Thunder
yeah go call soon call wanna call,Enemy (with JID) - from the series Arcane League of Legends
i’m sorry we’re kinda excited finally havea couple hang,Blinding Lights
y’know don’t give us souvenirs getthe hell,Symphony Of Destruction - Remastered 2012
really…didn’t get chance to…,I Dunno (feat. Dutchavelli & Stormzy)
didn’t get anything anyone,Psychosocial
oh look sonogram picture,Cake By The Ocean
ross it’s got wavy black lines,Señorita
well happened six weeks ago uh got home fromwork ross already ‘cause guess hanging joey,Pumped Up Kicks
lot work ross nice guy offeredto help little wine got talking next thing youknow nowhere ross comes,Katy Perry & Big Sean)
lie told,The Hills
thatthat came,Chop Suey!
mean let’s honest,Middle Of A Breakup
yes let’s y’know uh it’sit’s importantwhat important we’re baby it’snot—doesn’t matter came,Immigrant Song - Remaster
begging kiss youyouyou sending mesignals place,Chop Suey!
y’know doesn’t matter doesn’t matter youbelieve matters happened,Sugar
okay signals ross explain ‘cause maybe ineed careful mean sending signals right,Toxicity
y’know y’know rachel justjust drop,Middle Of A Breakup
can’t,The Hardest Part
yeah gotta tell girl tape rookie mistake,Royals
still wanna call ‘em wanna call ‘em,Enemy (with JID) - from the series Arcane League of Legends
let’s call ‘em,Calm Down
hey hang get food poisoning talkin’ place,Duality
got fake numbered,Build God
people don’t,All We Know
gave us fake number would,Toxicity
don’t know delight talk asked thoseinsightful great questions,I Feel It Coming
you’ve never funnier joke joke joke hoot,Bugzy Malone
excuse don’t want greg jenny’s rejects,I Write Sins Not Tragedies
that’s like pervert motto yeah yeah raise yourright hand put left hand pants repeat,B.Y.O.B.
filming rachel something planned okay look here’s whathappened joey youyou back right aboutabout month ahalf ago came problem umm personal thing,Toxicity
personal thing personal thing don’t know,Bleed
sure uh showering mom,Heaven and Hell - 2008 Remaster
whoa like months,Immigrant Song - Remaster
five lying six,Not Afraid
six months whoa that’s rough,Don't Let The Light Go Out
well mean it’s bad i’m learning appreciate theuh smaller things life like sound bird color sky,People of The Pride
please help date tonight go wellokay—i’m scared health,Sign of the Times
okay okay umm…ooh ohoh got something it’s story icame romantic swear woman hears they’re like putty,Fivio Foreign & Darkoo]
it’s france…in europe…western europe y’know umma years ago actually backpacking across western europe,Organ Variation
uhhmm—wait gets better um yeah barcelona,V
anyway umm um hiking…,Toxicity
think tibidabo,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
hey look didn’t work it’s didn’t tellit right show,It's My Life
don’t…don’t want,Sign of the Times
well you’re selling story it’s like it’s like youdon’t believe look gotta go got date try wheni’m preparing audition okay i’ll set video camera andyou record andand see you’re wrong,Royals
that’s less embarrassing yes yes,Then We'll Talk
y’know fair let’s forget thetape,Bad Liar
still dont get greg jenny would give us fake number,Toxicity
y’know knew probably didn’tgive real names either,New Rules
okay maybe people give fake numbers don’t give outfake names,Royals
know although tell awful lot jokes,Young Dumb & Broke
well maybe questions,Build God
questions,Wrong
oh i’m sorry another joke,Build God
uh rach he’s gone listen told us happened itdoes sounds like honest mistake,Hall of Fame (feat. will.i.am)
forget she’s destroying,Hurricane
okay fine fine we’ll think way putthe whole ‘who came onto who’ thing rest come think,Sugar
look forget phoebe okay it’s rachel’s tape dowhatever wants wants destroy end story,Wait and Bleed
clearly don’t want people see tape don’twant people see tape either badly don’t people see makes mewant see see,Build God
don’t want people see sake,Kaer Morhen
you’re gonna get pregnant,All We Know
kinda hurtin’ hand though,I Write Sins Not Tragedies
used europe story,Bleed
uh apparently people familiar europe story,Heaven and Hell - 2008 Remaster
yeah listen whole uh came thing reallydoesn’t matter mean think would’ve happened either way mean youhadn’t initiated iii know would’ve,Animals
uh… don’t know mean i…i honestly didn’t watchit,Bleed
yeah neither yet…,Play with Fire (feat. Yacht Money)
uhhhhhh…thatthat may weird,Toxicity
yeah would really weird,Bleed
mind mute,Psychosocial
undressing quickly,Rock You Like A Hurricane
oh god,goosebumps
oh make stop,Politik
make stop,This Is Gospel
make stop,Paranoid - 2012 - Remaster
told anyone else,Nearly Witches (Ever Since We Met...)
don’t want tell anybody else don’t wantmonica find,Paranoid - 2012 - Remaster
yeah well knocking pays wish hadn’tbeen toilet,New Rules
oh well don’t got…the…other plplace,New Rules
rude,Symphony Of Destruction - Remastered 2012
that’s easy think aas jar picklesthat won’t open,Chop Suey!
saying run hot water bang hishead table,Duality
that’s want get truth ofsomeone,New Rules
hey pheebs whatwhat deal chandler blowing us offbefore,Toxicity
yeah weird huh,Beautiful Alien (feat. AI AM) - Radio Edit
phoebe why’d,Bleed
didn’t chandler he’s… he’s mad atyou,American Idiot
can’t think anything,Bleed
come ross you’re paleontologist dig little deeper,Whatever It Takes
wait minute joey didn’t invite thatknicks game couple weeks ago,Bleed
think that’s something he’d mad,Bad Liar
guess could,Toxicity
well he’s angry really shouldn’t cover iiwish would tell truth,Chop Suey!
oh that’s want really run headunder hot water bang head table,Symphony Of Destruction - Remastered 2012
paul don’t know anything y’know likelikeyour childhood tell childhood,Bleed
okay well puberty come that’s always painfultime y’know friends invite slumber party stick handin warm water you’re sleeping pee sleeping bag,Kaer Morhen
nope never happened,New Rules
well you’re lucky never met bitch sharon majesky anywayumm… rest life y’know regrets,I Write Sins Not Tragedies
nope,Don't Panic
hmmmm,Lose Yourself
wanted big wheel instead parents got little plasticchicken hop around embarrassing kids made fun apretty tough year,Middle Of A Breakup
horrible called chicken boy,Eye For an Eye
yeah yeah iii see scare listen paul think reallygreat thatthat y’know shared feelings it’s really it’sbeautiful umm say go share food,Alors on danse - Radio Edit
oh couldn’t eat,Unsainted
wait talking love kung paochicken,Chop Suey!
god i’m sorry i’m sorry didn’t mean iwouldn’t,Sign of the Times
huh imagine getting one knee handing thisgorgeous piece weaponry,Bonfire
whatever,All We Know
hey remember chandler phoebe blew us yesterday,Duality
okay well apparently chandler’s angry us getting aticket knicks game couple weeks ago,American Idiot
oh we’re supposed get ticket guy alwaysmooching us,Duality
yeah anyway ii still think try patch things upy’know like uh maybe could get get tickets another knicks game andinvite,Can't Feel My Face
oh god oh god,Hail to the King
still crying,Ain't No Rest for the Wicked
y’know know two surefire ways shut man oneof sex,B.Y.O.B.
don’t,Symphony Of Destruction - Remastered 2012
tad,Calm Down
i’m little busy paul,I Write Sins Not Tragedies
oh can’t go,The Hardest Part
oh god chandler one picked gone it’s,Rolling in the Deep
put jail,goosebumps
little jail doors,Toxicity
phoebe asked guard ring,American Idiot
know i’m sorry y’know ring better monicanever even saw ring,There's a Good Reason These Tables Are Numbered Honey
blew us,Symphony Of Destruction - Remastered 2012
y’know didn’t want talk us angrywell maybe don’t talk,Toxicity
ooooh freeze,Trndsttr
wanted one waves y’know,Clarity
don’t care little dude can’t cannot listento anymore y’know person would want listen amental health professional it’s get paid 100 hour doyou know much money could’ve made listening 2000 knowwhen figured talking,Symphony Of Destruction - Remastered 2012
can’t believe you’re trying stifle 14hours ago figured exactly mother trying,Symphony Of Destruction - Remastered 2012
oh… i’m sorry i… ii don’t mean—i didn’tmean stifle i… little overwhelming,Heaven and Hell - 2008 Remaster
can’t believe let talk buying stupid gumballmachine looking ring,Symphony Of Destruction - Remastered 2012
it’s stupid gumball machine looking ring it’s abeautiful ring,Symphony Of Destruction - Remastered 2012
okay may way get ring back‘cause heard guy tell jeweler going propose maybe wecan get trade rings something,You Just Haven't Thought of It Yet
can’t,I Bet My Life
well certainly can’t give stupid gumball ring,Bad Liar
