Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
y’know you’reyou’re probably wondering olddate,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
nope,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
sagittarius,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
won’t speed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
meantime better let drive license,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
handle stick,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
handle stick,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
gay,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
nono heard i’m sorry,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
can’t happen like okay i’ll meet back thehotel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
uhhuh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
huh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah andand things aren’t as…smashed thought theywere gonna,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
hmm,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
wait wait we’d really love could,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
want wasn’t anything,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
well maybe saw hand slip briefly ten twoo’clock position,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ah don’t could sixty,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
mean you’re gonna give aa ticket driving slow areya,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
y’know ofofficer uh…i weirdest dream last night…,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
yeah much listen uh i’m y’know insecure mymanhood anything y’know think need hook woman like rightnow,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
don’t think,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh maybe it’s i’m television i’m actor,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
hmmmm,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh hey guys couldn’t get reservation night birthday dinner thursday night instead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
it’s first birthday boyfriend work uch get mad think it’s little soon show true colors,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Negative
actually um thinking maybe us could go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
um mon chandler’s,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
that’s right true reason tulsa fell asleep meeting took job without realizing saying yes,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
i’m sorry smoke bother,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
i’m sorry isn’t wife back new york,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Negative
i’m wearing i’m ovulating chandler’s gonna home minute thought would try dinner,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Negative
actually oklahoma smoking legal commune areas offices fewer fifteen people,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
smoked,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
happened t’do lot trivias smoking different states example hawaii cigarettes called leyhallalookoos,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
uch think monica gonna able smell,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Negative
kidding woman nose bloodhound … breasts greek goddess,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Negative
okay well that’s third sign leave emma,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
well let’s see first one don’t want know i’m going,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
hey heard monica’s side little fatso terror,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
ish don’t think bear,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
oha,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
need learn new slang,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
going say left keys,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
everyone they’re forty minutes late,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
know uuch,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
i’m starving know coming tonight ate nothing day,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
one really stick one’s ass doesn’t one,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
messed meeting everybody smoking,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
don’t power,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
that’s right forbid smoke,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
forbid,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
mhmm,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh would say upset could,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well i’ll tell we’re gonna already late phoebe’s birthday dinner point put cigarette we’re gonna put fight hold go sex,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
huh cuddling,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh good hate,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
ohoh wait mother gonna minute keys,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Negative
would bruise like peach besides y…you know everything gonna fine baby’s sleeping,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
jumped bassinet,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative
can’t hold head yeah jumped,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
ah leave stove,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
boy gonna sorry that’s true,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
it’s hour willing reconsider switching smaller table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Negative
can’t order entire party arrived restaurant policy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
whaa another table leaves right there’s still food left place okay what’s restaurant’s policy people eatin’,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
can’t go nonono can’t hold table ask move cave,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
look can’t can’t make luv we’re fighting way,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Negative
oh sure you’re mister sensitivity wanted sex right uncle’s funeral,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
you’re right mnya shouldn’t like huch it’s worth i’m i’m sorry shouldn’t come hard smoking cigarettes end world,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
mean,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
yah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh mean happened i’m never leaving,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Negative
understand separation hard one time leave ross go beauty parlor got upset took clothes tucked legs cried “mommy i’m girl take you”,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,Negative
somehow time got easier apart,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Negative
uch still mad smoking,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
said forgave couple cigarettes—no big deal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
oh blablablabaybaybay,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
leave,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
saying ovulating said wouldn’t sex we’re fighting,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
tricked get bed,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
well guess they’re coming wanna order,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
er—does,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh they’re exclus…,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
oh uh make special request bring everything soon it’s ready appetizers entrees don’t care,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
i’ll wait put order,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
i’m sorry …,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
got locked apartment …,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
rachel wasn’t sure could leave baby,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
nit wasn’t easy it’s birthday got,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh honey best thus i’m distracted worrying emma she’s home i’m completely oh spit,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
ross bruises like peach bruises like peach,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
yah i’ll soup salmon,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
remember whatever comes first okay hurry …,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
son bitch,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
wherwhere,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
suppose monica … manipulative shrew,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
rach c’mon emma fine you’re turning obsessive mother okay need stop,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
mean lully story,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,Negative
guys we’ve waiting long time maybe order,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
chandler control woman,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
aw …,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
nno emma dropped sock,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
uch see i’m ovulating,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
oh yeah that’s says maybe you’re ovulating maybe it’s clever ruse get bed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yes smokie can’t get enough,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
mhuh guys means world huh nkay i’m gonna take,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
bye,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
i’m i’m probably still ovulating want give another try,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
never sex kennedy,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
don’t much time egg descended oviduct …,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Negative
well hope got room left,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
joey joey,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
uh rach running low resumes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
hey look guys im going anything ok cannot awaitress anymore mean im sick lousy tips im sick called excuseme,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
rach proofread,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
uh nothing im sure theyll impressed excellent,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
dont know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
still whole flintstones couldve reallyhappened thing,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
shut,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
not—were saying anything,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
uhhhh joey cried last night,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh guys shouldve seen read em weep,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
well come guys never played poker us,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
dont happen women games,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah dont happen know women know play poker,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh please lame excuse,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
mean thats typical guy response,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
excuse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
wouldnt need right cause straight,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
ok need two um ten spades six clubs,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
uh phoebs cant—you cant,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
alright go weve got salmon roulettes assorted crudites,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
heh,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
aha bluffing another word lying,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Negative
rach rach gotta settle,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Negative
settle,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
jamestown colony virginia see king george giving usthe land,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
game rachel game owe us money game,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
well thats fine could use money,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
um see mightve feelings one time—not anymore just—i,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Negative
marcel going disc,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
ha ha ha,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
oh hello kettle monica youre black,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
please bad ross,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh beg differ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
youre kidding,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
oh like mother ship calling home,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
assistant buyer oh would shopping living,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
tony randall dead,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Negative
dont think,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well may think hit car,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
uh aunt iris phoebe thats rachel,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
yeah yeah yeah yeah yeah listen parked meter letsdo,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
guys guess guess guess guess,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
um ok fifth dentist caved theyre allrecommending,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
alright listen guys talked dont want toplay completely understand,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh yes yes could play game like uh dontknow,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Negative
uh rach want shuffle,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
phoebs owes 750 monica owe 10 rachel owe fifteenbig ones,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh cursed bad things happen spends,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,Negative
thats alright ill take bad things happen anyway wayi break em movie,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
well leaves big green poker machine owes fifteen,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
know play willwin lose beg laugh take every lastdime hate,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
hmm kinda stepped point mon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
gals wanna hand money way dont gothrough formality actually playing,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
excuse going,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
uh bathroom,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
want go bathroom wanna play poker,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
oh nonononono im still waiting hear job storecloses nine eat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
thats fine ill,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
guys know realized joker poker jcoincidence,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
hey thats thats joincidence c,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
uh phoebe phoebe,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
couldnt inner monica,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
plus shirt doesnt really match pants,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
first im losing,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
lets talk losing deal,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
sorry rach,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
look rachel dont,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
call,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
thought uh fifty cent limit,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
well lost job id like raise bet five bucks doesanybody problem,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
mean fold hey come thought thatonce cards dealt im nice guy mean full,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
see twentyfiveanduh monica get purse,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
rachel theres nothing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
uh bean bean,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Negative
wait cant go away weekend emmas birthday,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,Negative
gee one idea hell birthday,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
well im sorry chandler could really use weekend away know reconnect emotionally,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Negative
well cant go vermont next day,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah want everyone much hate delay weird sex stuff little sister,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
mean know guys big deal mean first birthday party without aunt uncle,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Negative
oh think shes gonna watching video tv hasnt even invented yet friends right like babies theyll living floating city humans built escape ant people,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Negative
oh still nap time shell soon,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ah joey,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Negative
said still nap time,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh shes still napping,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
really didnt sleep well last night cant wake,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
freaking kidding green,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
cant believe emma already one,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
cant believe emma still asleep,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
ive got plan ive got plan im going ram platter really hard ribs youre gonna scream thatll wake,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Negative
im going vermont monica,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
hey pheebs know thinking since wrote song maybe could something emma using talents,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
know could like maybe could dramatic reading one books,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
could stick fork apple,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
right seems far away seventeen years,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Negative
that’s true message could becoming beyond grave emma,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
parents died young,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Negative
cholesterol’s charts,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
oh god place creamiest frosting use hitchhike kid,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
well anyway make great novelty cakes different shapes give photo they’ll copy icing,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
uh rach bakery chance also bake erotic cakes say bachelorette parties,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
guys isnt funny right wanted cake disaster would baked,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
close tugging testicles,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
im confused,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
aunt monica uncle chandler way may recognize us havent spoken parents,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
ross rachel promised would seriously go want get vermont called last train leaves half hour,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
guys please little bit longer promise rachel back cake minute monica remember frosting huh,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Negative
rachel got pulled speeding forgot licence bring,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
well youre leaving im,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
wait guys cant leave rachel already feels bad cakes messed think shes gonna feel comes back guys gone,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
dont know youll tell us monday,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
well better get going late jacks allowed drive night anymore trouble staying lane,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
last winter went church lawn drove right manger scene papers thought hate crime,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
nightynight,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
joey could let,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
hey hey hey hey im gonna mess jack hes great man fought country,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
didnt pretended quaker get korea,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,Negative
oh forgot used live,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Negative
one told last week,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Negative
never said anything audition,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
wh wait dont get leave ive got massage client waiting outside door minute,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
lets figure fair way decide whos staying,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
okay monica picks ten call nine anyone else,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
lets draw straws,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
could flip coin multiply,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
im begging stop,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
wha hell gonna help,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
bought forget thats,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
left,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative
ooh god sorry,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative
cant believe first birthday shes awake even everybody left still stupid obscene cake,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
oh even bother already ruined first birthday know important early experiences ross according back cover book gave,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
bad,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
well made two things uhm cheeks split make ears,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
sing dance apparently turn phallic cakes woodland creatures,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
another way organise stuffed animals size,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
im sorry game emma monica,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
emma even know birthday today youre one oneyearold thats little,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Negative
thats old,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
theres noone around dont take one,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
wasnt lets get going,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
massage client,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
felt bad missing slipped little something know long im back five six hours alright,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
damnit ill put candle cake,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Negative
oh yeah nothing happy tears wanted,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
aaand record,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
cant believe would actually say would muchrather mrpeanut mrsalty,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
way mrsalty sailor right hes got like thetoughestsnack,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
dont know dont wanna mess corn nuts theyre craaazy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
oh sick,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
telling years schoolchildren study oneof greatest first dates time unbelievable could totally beourselves didnt play games,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
oh yeah yeah let dangle,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
