Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
what’s going,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well finished scene,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah you…you wonderful,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
got car it’s right outside,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
done day,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
that’s told,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
hey oh,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
know monica,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
know,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
yeah heard rachel talking,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
talking,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
you’ll hiya,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
oh god oh god you’reyou’re…you’re notfreaking,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Positive
well went gift shop ofcigarettes…,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
come look cute small got givemonica she’d know okay,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
way go son knew you’d find,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
little boy getting married,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
oh look handsome,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
chandler,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
joey,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
huh nice,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
i’ve never walked aisle knowing can’t end indivorce,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,Positive
oh wish you’re grandmother lived see,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,Positive
she’s right,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
father kalebasous,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
let us begin dearly beloved…,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
chandler long i…i wondered would ever find princemy soul mate three years ago another wedding turned friend comfortand stead found everything i’d ever looking whole life andnow…here are…with future us…and want spend withyou prince soul mate friend unless don’t want go,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Positive
chandler,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
yeah,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
rings,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
baby,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
baby,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
baby,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
didn’t take pregnancy test,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
then…who,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
oh they’re gonna baby,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
im fine thanks,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hiya doin pumpkin,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
looks like going really well two huh,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
know really well fact im gonna ask phoebe move,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
think,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
think great gonna ask,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
swear promise promise oh god im excited,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay bye,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
movie see,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
cant believe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive
relax phoebe,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
gonna,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
hey ross uh staten island really island,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
ohhh thought like long island,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
hey time,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
wow realize weve throwing ball without dropping itfor like hour,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
serious,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Positive
wow pretty good hey totally forgot lunch,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
monica,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
bought shawn cassidy,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Positive
cat,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
yes,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
inside,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
much pay,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
well little extravagant pretty good deal,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah much,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
thousand bucks,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
cat,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Positive
cat,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
yeah,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey ross wouldnt great could go two straight hours withoutdropping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Positive
okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey chandler,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
sure okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah ii considered know would make happy,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
mean happy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
scared happy,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Positive
trying open eyes man dont see livedwith phoebe shes always gonna youre gonna get home shes go tobed shes wake oh yes shes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive
youre parents happy something,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
listen chandler way see lucky enough findsomeone really love just—i wanna around much,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
know im talking right,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
soon guys,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Positive
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
2 hours 27 minutes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
hey rach,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
check almost 3 hours without droppin,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
well cat,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
oh yeah got cat,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh dont worry cat,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
guys cat,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
well gonna let play,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
hmm talk gary moving thing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yes think,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hes great guy yknow loves lot luckylady,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
hey chandler,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey gar,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
look pretty today,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
heres thing,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yknow,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
youre moving forward yknow youre moving backwards,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
phoebe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
want move,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
answer yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
thats right baby,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh yeah thats right,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
throwing catching,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh my—oh good god,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Positive
tried wont take back,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive
rach wont take back,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
look want keep place find whatto,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
moving together isnt great yay,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
congratulations congrats,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
know im excited,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
well youre excited way im,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
okay yeah ill see later dont forget moving,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
youre moving happened,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
write lot,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah thats right yeahyeah yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh really,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
phoebe talk second,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
umm yeah todays,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yes yes fine,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
phoebe…,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
thats sweet,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
sweethart none matters soon finewe dont move together just—i want happy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
living would make happy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
phoebe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
really wanna live wanna move,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Positive
sure,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
oh thats great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
baby cat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
well okay get allright move,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
wow unusual cat,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
yes thank exactly want,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh terrific thatll 2000,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay thousand,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
please made game,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
fun anymore,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Positive
right theres pizza place eat one handright,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
rachel cat one bowls,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive
oh thank god,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah 15 hundred dollars,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
wow made profit,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
thanks rachel andand dont forget youyou come visit anytimeyou want,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
really like waking,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
would great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
right come monica look alive come look alive,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh yeah thats,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Positive
shot bird,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Positive
oh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
phoebe okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah yeah ill alright,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
guys wanna eat,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah long,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
man great huh believe long threw ballaround,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
yeah amazing lasted long,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,Positive
yknow get reputation dropper okay im,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh yeah good idea,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey man whats,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
right right looklooklook,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
looking,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
hello,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
got go ride along,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
want go ride along,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
okay,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yeah yeah,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well like danger,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay guys free tonight,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
hey oh im glad youre home thought tonight could,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
ohh thank god,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ohh la poo wow miss dog,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Positive
great thanks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
called cherry,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
the—chandler,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hey joe meatballs,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
ohho yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yep,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah cant eat car,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
yeah okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
say could smell,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
okay imagine best sex youve ever,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
thinking monica,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Positive
yeah whats like,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
hey whats,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ice,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
see ice,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
going next,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
witness wont return calls gonna see surprisehim coming home,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,Positive
witness perp one talks like,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
yeah one talks like,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
oh like mr cop,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
hey im cop two,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
figure,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
hello im front seat okay im garys partner,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
hey mind cover,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
ross,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
look officer ross riding back visitors,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah whats serpico,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
cant,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay yknow wewere safe right mean nothing bad,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Positive
okay comes hell,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive
everything okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
whats going,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
okay sees us dont move dont look,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,Positive
uhhuh thank joey,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
right guess go,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
theres nothing erased message,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah well unless tell,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey anybody want meet hero,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
joey,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Positive
pheebs,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
hi,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay okay car right,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Positive
wow couldve died tonight,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Positive
right,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
dude come took,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
dove front ross ross,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Positive
course saved youre mad adds wantross picture,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
picture,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
dont know dont like im hearing,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Positive
look chandler instinct okay went,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
good,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
see,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hey yknow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
amazing thing happened tonight thought number hadan actual near death experience,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Positive
happened,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Positive
okay okay ride along gary right,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
talked,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Positive
well okay whatwhat say,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
wow,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
thatthat good thing told right,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
huh yeah yes course,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
okay thats right decision thats thats rightno rossross come mean woman made miserable okay ross,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
well go,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah maybe today close call day,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Positive
oh,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
hey pheebs gary ever shot real,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,Positive
yes yeah little kinda really agood story,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
saw porsche mon lookin’ good get takethat baby,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
nice work everybody much y’know driveit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
wow can’t believe lied,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Positive
great well rachel reason won’t let drive theporsche you’re terrible driver wasn’t thewedding,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
look rach ifif want go ride porsche i’ll gladto take quick spin around block,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yeah got couple hours,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
whew brisk ride,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
take top ya,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
way fly,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
come ross give keys monica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
well high school added head cheerleader,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
gimme keys,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
way,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive
well brush,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
chandler he’s father wedding,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Positive
ooh think wanna trade circles,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
god,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Positive
think you’re,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Positive
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
ahahah,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
look ross you’re freaked get car,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah right,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
get front,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
oh my…,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Positive
hey guys,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
hey sweetie,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
ready go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
month,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive
sure i’d like,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah big fan,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
there’s game tuesday wanna go,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
what’s,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
it’s suitcase we’re going las vegas,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
we’re going las vegas see dad it’s time twotalked want get know fatherinlaw,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Positive
y’know already went,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
hey point everyone swim meets wasthere cheering okay that’s that’s pretty great dad,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
sex mr girabaldi,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Positive
who’s mr girabaldi,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
matter,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah ookay i’m,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
much ever really win,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
pheebs,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
well jake saw that…he wearing women’sunderwear,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive
know mine,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,Positive
