Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
hey guys come gotta see emma,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
oh emma thats right youre many,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
oh god daughters genius rach means,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
oh oh emma look stuffed animals lined neatly,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
thanks,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
okay go emmas first birthday cake well hey well blow candle come emma,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
lets come,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
wrong looked delicious penis,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive,"Toxicity, Build God, Then We'll Talk, Bad Liar"
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
okay ready,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
cant believe hes looking right us,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Positive,"goosebumps, Hail to the King, Beautiful Alien (feat. AI AM) - Radio Edit"
feel violated good way,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
called yet,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Positive,"V, Collar Full, 2 MUCH (feat. 24hrs)"
interestingly enough leaf blower picked,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Don't Panic, Beautiful Alien (feat. AI AM) - Radio Edit"
okay okay whats going,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
okay theyre talking,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
actually hes smiling oh god dont,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
oh right,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, High Hopes, Charlie Brown"
hey rach,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
howd go,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,Positive,"Don't Panic, The Final Countdown, Through the Fire and Flames"
yknow uh actually really great took lunchat,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
good day birds,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Positive,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
took walk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
thats thats nice twice,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
reasons,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
right right right right right know itsstupid go see afternoon put end,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
wow wow,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Old Town Road, High Hopes"
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
im crazy right mean never like,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"New Rules, Bad Liar, Chop Suey!"
hey ive honing,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
dishes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
great hes waving back,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
kinda stuff,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Schism"
grow im talking sexy stuff like imcooking naked,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive,"Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off, One of the Drunks, Animals"
yeah toast oatmeal nothing spatters,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
oh oh barry good,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Positive,"All We Know, Middle Of A Breakup, Ain't No Rest for the Wicked"
good,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
well mindy,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
oh way way better mindy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
oh barry come way,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
go aruba went would ourhoneymoon uh really nice wouldve liked,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive,"Flashback, I Feel It Coming, Party Monster"
bra,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
hey dr farber,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
right miss green everything looks fine yep think werestarting see real progress,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
yes working isnt calling back,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive,"Bad Liar, Rain, Wrong"
ah obviously saw personal ad,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Rock You Like A Hurricane, Hotter Than Hell"
many beeps,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
answered,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
hey hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Waterloo, Alors on danse - Radio Edit, Safe To Say"
howd take,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
oh,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Rock You Like A Hurricane, Hotter Than Hell"
youyou,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
sex chair,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Positive,"Take on Me, LA Devotee, Trndsttr"
nothing like carol,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, B.Y.O.B."
please said ross,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Rock You Like A Hurricane, Hotter Than Hell, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
helps could slide,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
going,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
hello hello,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Positive,"Heaven and Hell - 2008 Remaster, Paranoid - 2012 - Remaster, Monster"
hows mindy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
get,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
relax yknow may even know,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Whatever It Takes, Whatever It Takes, It's My Life"
yknow im like im like woman feel,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
right ill see guys later,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Calm Down, Strawberry Swing, Don't Panic"
dont pee,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
mindy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
hey,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Positive,"Don't Panic, Play with Fire (feat. Yacht Money), 2 MUCH (feat. 24hrs)"
hey whats,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
sure,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
maid honour,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
course,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
oh thats great,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
wanted ask,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive,"Calm Down, Young Dumb & Broke, Heaven and Hell - 2008 Remaster"
thats,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Calm Down, Pumped Up Kicks"
thats,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
oh sure,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
um would make think,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
well ever since announced engagement hes acting reallyweird last night came home smelling like,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
okay okay barry engaged ikind alittle thing side,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Positive,"Somebody That I Used To Know, I Don’t Wanna Live Forever (Fifty Shades Darker), The Hills"
oh,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Positive,"Sign of the Times, Cirice, Blackwater Park"
four letters circle hoop,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
thanks,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Pumped Up Kicks, A Million Dreams"
heating device,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
radiator,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
five letters,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
shes woman,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
joey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
green dress really,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
yeah said looked like ingrid bergman day,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
hey got second,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
hello sweetheart,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Positive,"Up&Up, Us Against the World, 🪐"
mindy mindy course mindy always mindy,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Positive,"New Rules, The Pot, One of the Drunks"
even sex chair,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Positive,"Take Me Back To London (Sir Spyro Remix) [feat. Stormzy, Jaykae & Aitch], Organ Variation, Flashback"
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
yeah im pretty sure im still gonna marry,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Girls / Girls / Boys, MONEY, Houdini (feat. Swarmz & Tion Wayne)"
look know hes perfect truth end day istill really wanna mrs dr barry farber dds,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Positive,"PILLOWTALK, Him & I, Really Love (feat. Craig David & Digital Farm Animals)"
hope find way happy hope youll stillbe maid honor,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
really,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit, Kaer Morhen"
big day,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
danielle hi uh everybody danielle danielle everybody,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
hi hi,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Pumped Up Kicks, A Million Dreams"
im im okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
got,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Not Afraid, Hall of Fame (feat. will.i.am)"
gbye everybody,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Pumped Up Kicks, A Million Dreams"
whoohoo,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
yeah go,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
second date,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
well seems nice everything whole thing abouther coming way see okay mean needy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
want date saturday,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
yes please,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
okay hes cute hes funny hes,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
hes,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
yeah think yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
well fascinating uh,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Collar Full, Bonfire, Play with Fire (feat. Yacht Money)"
dunno cause youre smart youre funny,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Hold, Often, Sweet Child O' Mine"
ross smart funny dyou ever think,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Hold, Yellow"
yeah right,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
okay ii dknow youyou quality,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
yes absolutely quality,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
oh oh quality good worried guys gonna bevague,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive,"Royals, It's My Life, Whatever It Takes"
hello hello oh rachel paolo calling rome,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
im fine fine im glad youre whats hair,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"I Feel It Coming, Feels (feat. Pharrell Williams, Katy Perry & Big Sean), Savage Love (Laxed - Siren Beat)"
whats different,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Schism"
oh maybe thats,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
okay relax relax gonna looks like andwe still boyfriends career cover,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Calm Down, Strawberry Swing, Don't Panic"
restaurants house,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Hey Look Ma, I Made It, Houdini (feat. Swarmz & Tion Wayne), Boss Bitch"
mrs geller,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
know,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
bye nana,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Positive,"Everglow, Perfect, Summer Of '69"
ross,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Don't Panic, Beautiful Alien (feat. AI AM) - Radio Edit"
going,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
looking,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Whatever It Takes, Whatever It Takes, It's My Life"
yeah homosexual hair,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
twice,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Lose Yourself, Hall of Fame (feat. will.i.am)"
twice,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Cotton Eye Joe"
guys okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
checked lot,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Rock You Like A Hurricane, Hotter Than Hell, Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
thanks,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
sure sharpened morning,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
sweetie think get,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
heres retainer,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
thinking time comes,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"Don't Panic, Don't Let The Light Go Out, Northern Downpour"
dad,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
wanna buried sea looks like fun,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
define fun,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Cotton Eye Joe, Play with Fire (feat. Yacht Money), Into the Unknown - Panic! At The Disco Version"
throw body water gee sound fun,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Immigrant Song - Remaster, Beautiful Alien (feat. AI AM) - Radio Edit"
id like,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
hey gorgeous,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
quality right great,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
lowell financial services lowell thats saw,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
hes cute,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
brian,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
youre right well go burgundy,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
thats really day shoe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
shes going everyone elsell dressier,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,Positive,"Attention, I Dunno (feat. Dutchavelli & Stormzy), Holy Wars...The Punishment Due - 2004 Remix"
really burgundy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
everything right dear,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Sarah Smiles, Hold, Lean On"
yeah nana stuff,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive,"Roots, Baby Blue - Remastered 2010, Hotel California - 2013 Remaster"
days think,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Positive,"Wrong, Demons, Politik"
whatd say,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
shoes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
yes paolo sent italy,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
really beautiful service,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Positive,"Location, Roots, Green Eyes"
nothing overcoat sounds remarkably like brent mussberger,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
pregame im gonna watch reception,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
oh new paolo shoes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Positive,"Middle Of A Breakup, I Bet My Life, Ain't No Rest for the Wicked"
god great day weatherwise,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
okay spasm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
oh,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Positive,"Sign of the Times, Cirice, Blackwater Park"
