Cleaned_Dialogue,Song Recommendations
know,Hall of Fame (feat. will.i.am)
different greg jenny relationship,Let Me Love You
listen really great got chance…,Enemy (with JID) - from the series Arcane League of Legends
hmmm yeah nice necklace,Young Dumb & Broke
hey,Cake By The Ocean
hello,Waterloo
welcome home,Yellow
honeymoon,Hold
great great mean you’re ababy,Cake By The Ocean
right ross knows tell us y’know ithappened mean happen many times happen,Heaven and Hell - 2008 Remaster
monica that’s right start,Bad Liar
you’re welcome buddy,Often
there’s one,Thunder
know kissed first,The Pot
yeah,Fivio Foreign & Darkoo]
please show begged,Hurricane
y’know great video camera,Enemy (with JID) - from the series Arcane League of Legends
yeah ask brought friends souvenirs,Blinding Lights
right i’ll sandwich,Paradise
oh think,You Just Haven't Thought of It Yet
y’know don’t worry still got phoebe,Young Dumb & Broke
hmm wonder pervert,Build God
okay listen pervert,Symphony Of Destruction - Remastered 2012
hey,Young Dumb & Broke
actually topic mind i’m i’m kinda going adry spell sex wise,Toxicity
sky’s blue ross sex yesterday,Immigrant Song - Remaster
really well tell,Bad Liar
okay you’re gonna want sex hear butyou remember,Smooth Criminal - 2012 Remaster
umm great wine,Paradise
really,Toxicity
love hiking,Symphony (feat. Zara Larsson)
okay wanna tell story,Blinding Lights
whoa date go,Beautiful Alien (feat. AI AM) - Radio Edit
great i’m across street sex right yourstory sucks,B.Y.O.B.
backpacking across western europe,Orinoco Flow
i’m feeling,Bleed
outside barcelona hiking…,Houdini (feat. Swarmz & Tion Wayne)
ross i’m hot hot,Then We'll Talk
it’s six months i’m always hot,Toxicity
i’ll try,Can't Hold Us (feat. Ray Dalton)
right now… right you’re set you’re good togo hit record right,Dance Off (feat. Idris Elba & Anderson .Paak)
thanks,Kaer Morhen
good luck,Moves Like Jagger
thanks andand hey joe,C'mon - Single Version
yeah,Don't Panic
listen ever problem ladies know i’llhelp,Titanium (feat. Sia)
oh ross,Sweet Child O' Mine
thank god you’re help talkingto,goosebumps
yeah definitely,It's My Life
great idea get rachel forgive,Orinoco Flow
joey,Nightmare
still don’t get didn’t anything wrong,Chop Suey!
thought said jokes funny joke joke joke,Bad Liar
sheer volume like flying riddler,Animals
hell yeah,ZT (3x3)
sex part stuff leading,Chop Suey!
wanna see,Bonfire
rachel please…,Far Too Young to Die
ah little preview,Don't Start Now
okay ten seconds you’re gonna see kiss,Bonfire
five seconds you’re gonna see,Dance Off (feat. Idris Elba & Anderson .Paak)
okay get ready see beggin’,Enemy (with JID) - from the series Arcane League of Legends
oh came ross,All We Know
i’m happy,Alors on danse - Radio Edit
talking,Toxicity
that’s magic story use wanna sex,Bonfire
know story,Chop Suey!
heard friend irene heard guy,Beautiful Alien (feat. AI AM) - Radio Edit
told name ken adams,New Rules
hi,Young Dumb & Broke
amazing night,Señorita
amazing night,Señorita
think looked amazing,Heaven and Hell - 2008 Remaster
good luck,There's a Good Reason These Tables Are Numbered Honey
oh oh go clothes,Somebody That I Used To Know
six months rachel six months,Calm Down
hey wewe look…we look pretty good,Often
that’s gonna say,Hotter Than Hell
oh nice tan,Fivio Foreign & Darkoo]
thank gone beach weekend,I Feel It Coming
ah…,Kaer Morhen
working,Fivio Foreign & Darkoo]
working,Can't Hold Us (feat. Ray Dalton)
really wow much better i…,We Are Young (feat. Janelle Monáe)
oh that’s pretty,Don't Let The Light Go Out
oh oh,Trndsttr
oh,Paranoid - 2012 - Remaster
oh,Cirice
told,Bleed
well it’s trust you’re one bestfriends walked looking ring brochures,Symphony (feat. Zara Larsson)
hey,Free Bird - Edit
hey chandler wanna go coffeehouse,Temperature
oh right,Calm Down
yeah coffeehouse,Free Bird - Edit
oh perfect gonna see wanted go,Blinding Lights
things going paul,Into the Unknown - Panic! At The Disco Version
good although y’know hehe’s private guy y’know iwish could get open little bit share feelings,Far Too Young to Die
hi,C'mon - Single Version
hi paul,Paradise
hi phoebe,A Million Dreams
things going,Don't Panic
can’t complain,Don't Panic
ross,We Are Young (feat. Janelle Monáe)
great see,Orinoco Flow
good see,Alors on danse - Radio Edit
okay take care,Often
please think know,Bad Liar
well think that’s,Hall of Fame (feat. will.i.am)
honey made reservation china garden okay,Alors on danse - Radio Edit
yeah that’s great first wait talk talk tell meabout day,C'mon - Single Version
fine,Psychosocial
okay hey thinking thinking right,LA Devotee
i’m thinking looking really fine dress,MONEY
talking sex,Bleed
normal,Don't Panic
right paul i’m asking lot okay give mesomething anything,American Idiot
okay,Lose Yourself
right,Lose Yourself
six years old,I Feel It Coming
oh,Beautiful Alien (feat. AI AM) - Radio Edit
y’know i’m glad picked help,Often
help,Hall of Fame (feat. will.i.am)
uhuh yes would like see ring please,Someone In The Crowd
ring 1920s it’s one half caratdiamond sapphires either side,Party Monster
sir ask umm could you…hold ring askme marry,Bonfire
8600,Free Bird - Edit
give 10,Can't Feel My Face
yes yes pay 8000,Often
okay let go eight,Lose Yourself
stand firm 10,Whatever It Takes
i’ll give 1,Calm Down
remember youyou eating pizza,Everglow
yeah,Don't Panic
oh wow that’s great idea,Orinoco Flow
time,Heaven and Hell - 2008 Remaster
time,Snow (Hey Oh)
like,Kaer Morhen
what’s one,Attention
don’t know i’ve never use one i’mjust saying y’know we’re sex he’s gonna talking,Bleed
oh some…,2 MUCH (feat. 24hrs)
rachel,Cotton Eye Joe
hug,Savage Love (Laxed - Siren Beat)
it’s dad never miss dad,Plastic Heart
well see dad vegas kissing dads,Heaven and Hell - 2008 Remaster
hey chandler,Blinding Lights
yeah,Lose Yourself
would you……would hug,Mr. Brightside
five seconds,Thunder
credit card,Toxicity
oh hey listen got us tickets knicks game tonight,Blinding Lights
come it’ll fun ross and… paulprobably…,Sandstorm
oh that’s uh that’s pretty nice i’m gonna go withthe one picked first,New Rules
yeah proposed ring got goose bumps,Really Love (feat. Craig David & Digital Farm Animals)
maybe guy,Bleed
ring,High Hopes
hey uh excited tickets,Sandstorm
know,ZT (3x3)
tell something,C'mon - Single Version
that’s right,Fivio Foreign & Darkoo]
like,Can't Feel My Face
eh we’ll show,Can't Hold Us (feat. Ray Dalton)
hi i’m back,Pumped Up Kicks
hey much tell ya i’ve written,C'mon - Single Version
lover,Sarah Smiles
surfer,E1 (3x3)
oh yeah surfer,Hey Look Ma
wow you’re good solve crimes,Buni
yeah okay go go go get,Temperature
office,Not Afraid
know office,Toxicity
john,2 MUCH (feat. 24hrs)
oh john great,Blinding Lights
wow would trade,We Are Young (feat. Janelle Monáe)
beautiful i’m gonna use one you’llexcuse,Hall of Fame (feat. will.i.am)
two really serious,Collar Full
yep pretty much,Lose Yourself
andandandandandand we’re gonna friends,Can't Feel My Face
i’m gonna ask monica marry,Symphony (feat. Zara Larsson)
know,Lose Yourself
check ring,Toothbrush
chandler’s gonna ask monica marry,C'mon - Single Version
oh know helped pick ring,Body (Remix) [feat. ArrDee
told told us,Toxicity
hey,Cake By The Ocean
hi,Blinding Lights
what’s matter,Kaer Morhen
it’s gave three tickets sixof us,Bleed
i’ll give ticket,Middle Of A Breakup
okay that’s generous,Alors on danse - Radio Edit
think ross generous,Pumped Up Kicks
great okay it’s us girls,ZT (3x3)
yeah,Free Bird - Edit
thanks plans elizabeth going town,Sandstorm
oh that’s great,Orinoco Flow
well father pays babysitting right,Free Bird - Edit
that’s funny maybe it’s time move let goy’know stop besides rachel going elizabeth’s father ahhe’s much older looks like i’m one interested infossils huh,Psychosocial
ross,Bad Liar
okay look ross know since lizzie likes muchi’ve decided accept fact you’re going,Pumped Up Kicks
really okay that’s great,I Feel It Coming
yeah changed mind i’m funny like toldlizzie i’m telling don’t want seeing daughter anymore,Rolling in the Deep
yes,It's My Life
oh exciting get picture back wall offame eek,Beautiful Alien (feat. AI AM) - Radio Edit
hey i’m back,Buni
oh well it’s tv yet,Kaer Morhen
well it’s wall yet,Toxicity
oh love museums,Let Me Love You
want start,Don't Panic
ooh gift shop,Someone In The Crowd
yeah,Can't Feel My Face
hey lunch,C'mon - Single Version
reason would really big surprise right,Bonfire
would beautiful place get married yeah iwouldn’t put aisle would,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off
oh sorry didn’t mean interrupt it’s beautifulspace lot weddings,Don't Panic
yeah hon can’t hurt put name mean twoyears you’re engaged don’t use,Can't Hold Us (feat. Ray Dalton)
i’m gonna,The Ballad of Mona Lisa
really would would marry,2 MUCH (feat. 24hrs)
don’t feel sorry least boyfriend isn’t gay,Believer
phoebe stuff is…,Bad Liar
what—but saw show,Toxicity
okay okay look youyouyou got harrison ford,We Are Young (feat. Janelle Monáe)
okay well may true inin okay,Toxicity
i’ve never seen,Immigrant Song - Remaster
oh it’s great,Buni
place really beautiful,Party Monster
yeah i’ve coming since kid used bemy grandma’s,Baby Blue - Remastered 2010
sure,Young Dumb & Broke
ehh thinking father,Heat Waves
well whatever works ya…,Hall of Fame (feat. will.i.am)
oh heyhey i’m guy i’ll get,Moves Like Jagger
want ride around town little pink bicycle,Cake By The Ocean
little bit,Don't Panic
okay,Free Bird - Edit
don’t get hot tub i’ll meet,Blinding Lights
ohh okay,Toxicity
know like,Pumped Up Kicks
what’s matter honey see little mouse,Immigrant Song - Remaster
nono big bear big bear outside think ii—wouldyou—actually would go check,Cirice
well okay wouldwould get,Bad Liar
came paul,I Made It
yeah recognize ankles,Beautiful Alien (feat. AI AM) - Radio Edit
get,Middle Of A Breakup
ahh thank,Savage Love (Laxed - Siren Beat)
thank,A Million Dreams
gogo,The Ballad of Mona Lisa
ohh thank,Party Monster
i’m happy you’re,Alors on danse - Radio Edit
know,Bad Liar
obviously,Astronaut In The Ocean
yeah yep,I Feel It Coming
whoa,Beautiful Alien (feat. AI AM) - Radio Edit
hi honey,Let Me Love You
ii bought groceries gonna make dinner,Collar Full
oh,Heaven and Hell - 2008 Remaster
help,Don't Panic
he’s right,Cotton Eye Joe
good good don’t want stay obviously you’rewelcome—how much homework,Take on Me
surprise,Trndsttr
phoebe,Cake By The Ocean
yeah,Lose Yourself
seen chandler,Play with Fire (feat. Yacht Money)
gonna,I Dunno (feat. Dutchavelli & Stormzy)
rachel said,Chop Suey!
okay maybe ask guy,Whatever It Takes
get shop,B.Y.O.B.
well,Sugar
went wife,Eye For an Eye
joey,Let Me Love You
whoawhoawhoawhoa ii—hey,Astronaut In The Ocean
well go,Calm Down
ross ross,Wrong
okay,Paradise
ross,We Are Young (feat. Janelle Monáe)
oh god ross heaven’s name,Immigrant Song - Remaster
daddy,Symphony (feat. Zara Larsson)
you’re next,Welcome To The Jungle
really,Don't Panic
know know,There's a Good Reason These Tables Are Numbered Honey
totally,Houdini (feat. Swarmz & Tion Wayne)
heldi show place,Into the Unknown - Panic! At The Disco Version
yeah it’s beautiful,Yellow
know,Lose Yourself
hey gunther,Don't Panic
oh uh well came cup coffee go,Collar Full
still work,Bleed
oh that’s cool gonna fire anyway,The Pot
hey,We Are Young (feat. Janelle Monáe)
hey dinner,I Feel It Coming
dinner good,A Million Dreams
okay,Can't Feel My Face
i’m saying hi i’m gonna go,Young Dumb & Broke
hi,Baby Blue - Remastered 2010
oh youre monica’s boss,Beautiful Alien (feat. AI AM) - Radio Edit
actually she’s mymy boss sous french,Toxicity
yeah,Don't Panic
yes,Not Afraid
like necklace,Pumped Up Kicks
made,Not Afraid
talented,Sweet Child O' Mine
wow bing burning midnight oil,Immigrant Song - Remaster
what’s funny,Toxicity
hey that’s okay want go,I Feel It Coming
oh ah think know want go,2 MUCH (feat. 24hrs)
yeah,Snow (Hey Oh)
yeah,Snow (Hey Oh)
i’m telling like food,Often
like,Hold
guy call toby,Chop Suey!
yeah thinks that’s name,Not Afraid
five years chandler tell,Toxicity
serious,Bad Liar
well sounds simple enough let’s,Titanium (feat. Sia)
cut nice people,Young Dumb & Broke
i’m telling you’ll see tv,Play with Fire (feat. Yacht Money)
hey good scene man,I Feel It Coming
hey,Someone In The Crowd
alright,Not Afraid
yes,Don't Panic
friend rachel rachel kash kash rachel,Young Dumb & Broke
oh we’re leaving bye kash,Don't Panic
say hi wally,Yellow
ooh monica,Savage Love (Laxed - Siren Beat)
hi,Buni
well eyebrows mission accomplished,Kaer Morhen
monica loves job much give anotherchance please,Middle Of A Breakup
that’s fair thank much thanks oops looks like hegot pastry chef got little bit,Kaer Morhen
paid done,Whatever It Takes
love,Symphony (feat. Zara Larsson)
oh know uh kash really liked day said thoughtyou charming,Fivio Foreign & Darkoo]
hey i’m even asked thought you’d go outwith,Immigrant Song - Remaster
said,New Rules
okay joey first kash ford people second didhe say told pregnant,Toxicity
goodgood don’t tell don’t tell callme okay,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off
okay go i’ll come back set i’ll meet moreactors i’ll meet ‘em,There's a Good Reason These Tables Are Numbered Honey
hey bob,Pumped Up Kicks
hey how’s pal toby today,Symphony (feat. Zara Larsson)
see i’ll ask,It's My Life
oh know,Often
think adding team,The Ballad of Mona Lisa
bob ooh working us everyday yeah don’t know ifhe takes,I Bet My Life
really love six,Girls / Girls / Boys
think it’s best sir,Free Bird - Edit
guy,Rain
hey okay gave another chance tim,All We Know
but…,Rain
okay okay can’t fire today,Bad Liar
said sweet,All We Know
okay well we’ll today he’ll todeal,It's My Life
hey toby got sec,Attention
sure what’s,Not Afraid
i’ll go see normal person movie ya,In Waves
rach wanna come,Blinding Lights
date,Collar Full
it’s ukrainian film,Toxicity
